Student_ID,Reference Number,First Name ,Last Name ,Gender ,Marital Status,Academic Year ,Entry Semester ,Degree Type ,Course/Degree,Level offered,Student Status,current level,Preferred Entry Level,Conditional/ Unconditional ,Conditions,Application Date,Date of Birth,National ID No,Nationality,Mobile Number,Uni_Email Address,Personal Email,Sponsored Students (Yes / No),Name of Company Sponsor,Home Address 1,Home Address 2,Home Address 3,Home Address 4,Student Bursary Details,Bursary Discount %,Disability / Health Issues,Recent Education System,Most Recent Educational Institute,Qualifications,IELTS,Employment History,How did you hear about us ?,Acceptance Letter
10000269,269,Jonathan,Kennedy,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Dropped out,,1,Unconditional,,12/01/2018,04/08/1995,35465289242,Pakistan,+53 8980915,student10000269@sample.edu,richard22@gmail.com,No,,285 Brett Viaduct,Robertside,Pakistan,,,,00 No known disability,Pakistani System,Marksmouth College,Pakistani Intermediate: 80%,6.5,,Family/Friends,Received
10000270,270,Suzanne,Williams,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,06/08/2018,21/06/1995,17069077735,Philippines,+99 2500901,student10000270@sample.edu,hmann@gmail.com,No,,8033 Porter Rest Suite 187,South Richardville,Philippines,,,,00 No known disability,IB,North Richardchester College,Foundation Year: 75%,6.5,,Facebook,Received
10000271,271,Jacob,Torres,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Conditional,Completion of foundation year requirements,11/04/2018,05/12/1994,66586472351,Philippines,+23 1609681,student10000271@sample.edu,john42@gmail.com,No,,43588 Henry Tunnel,New Brian,Philippines,,,,00 No known disability,Foundation Year,Alexisshire College,Foundation Year: 75%,7,,Alumni Referral,Received
10000272,272,Brandi,Rivera,F,Single,2018/19,2018 September,MA (Hons),Business Management,3,Graduated 2019-20,Graduate,3,Conditional,IELTS score of 6.0 or above,28/03/2018,24/03/1995,10160916026,United Kingdom,+39 2800206,student10000272@sample.edu,xrichards@gmail.com,No,,8606 Andrea Hollow Suite 010,South Kenneth,UK,,,,00 No known disability,BTEC,Samuelchester College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,Search Engine: Google,Received
10000273,273,Linda,Black,F,Single,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Unconditional,,31/03/2018,09/11/1993,85768859863,Jordan,+68 9286475,student10000273@sample.edu,margaret61@gmail.com,No,,804 Murphy Mount Suite 220,Lake Angela,Jordan,,,,00 No known disability,Foundation Year,South Amy College,Foundation Year: 75%,7,,School Visit,Received
10000274,274,Andrea,Williams,F,Single,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Conditional,Submission of official transcripts within 30 days,21/06/2018,15/08/1993,26358731051,Bangladesh,+43 3726201,student10000274@sample.edu,garciamartin@gmail.com,No,,7114 Wise Unions,New Anthonyville,Bangladesh,,,,00 No known disability,Foundation Year,Parkerhaven College,Foundation Year: 75%,7,,Facebook,Received
10000275,275,Bobby,Salas,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Dropped out,,1,Unconditional,,07/07/2018,19/12/1995,88576530849,Egypt,+87 4240708,student10000275@sample.edu,mikaylasimmons@gmail.com,No,,87469 Jennifer Ranch,New Dianatown,Egypt,,,,00 No known disability,IB,Kellerview College,International Baccalaureate: 35 points,6.5,,Social Media,Received
10000276,276,Gina,Lee,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,27/08/2018,28/06/1997,61912143451,United Kingdom,+86 2600296,student10000276@sample.edu,christopher01@gmail.com,No,,952 Cortez Garden,Robinville,UK,,,,00 No known disability,BTEC,East Melissafurt College,"A-Level: A*AA in Mathematics, Physics, Economics",,,Outreach Activity: Open Day,Received
10000277,277,Vanessa,Adams,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Conditional,Mathematics proficiency test with minimum 60%,14/01/2018,09/02/1998,11065354117,Bangladesh,+34 7435310,student10000277@sample.edu,brownwilliam@gmail.com,Yes,Google LLC,881 Larry Falls Suite 860,Martinland,Bangladesh,,,,00 No known disability,IB,Lake Erika College,International Baccalaureate: 35 points,6.5,,Alumni Referral,Received
10000278,278,Jacqueline,Whitaker,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,12/03/2018,25/04/1994,90414168139,Egypt,+2 5388133,student10000278@sample.edu,qduran@gmail.com,No,,68746 Casey Tunnel Apt. 948,East Shaunchester,Egypt,,,,Depression,Foundation Year,East Maureen College,Foundation Year: 75%,7,,Website,Received
10000279,279,Thomas,Taylor,M,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,03/02/2018,20/10/1994,50653561921,Philippines,+21 7801762,student10000279@sample.edu,ghicks@gmail.com,Yes,DHL Express,8874 Cathy Crossroad Apt. 477,Andrewside,Philippines,,,,00 No known disability,IB,Dianamouth College,International Baccalaureate: 35 points,7,,Alumni Referral,Received
10000280,280,Matthew,Evans,M,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,01/04/2018,01/06/1995,52694704901,Egypt,+48 4705235,student10000280@sample.edu,williammason@gmail.com,No,,3323 Andrea Village,Madelineport,Egypt,,,,00 No known disability,IB,Joelborough College,Foundation Year: 75%,6.5,,Email Campaign,Received
10000281,281,Samantha,Rodriguez,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,09/06/2018,06/06/1994,59846269232,Bangladesh,+54 8899184,student10000281@sample.edu,gregmyers@gmail.com,No,,817 Jay Ports Suite 551,Port Michelle,Bangladesh,,,,00 No known disability,Foundation Year,New Amandastad College,International Baccalaureate: 35 points,6.5,,Facebook,Received
10000282,282,Paul,Adams,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,02/04/2018,12/04/1994,21971665970,Philippines,+68 8495187,student10000282@sample.edu,fwoods@gmail.com,No,,678 Bryan Course,Hunterville,Philippines,,,,00 No known disability,Foundation Year,Port Randyfurt College,International Baccalaureate: 35 points,6.5,,Email Campaign,Received
10000283,283,James,Garner,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,28/03/2018,09/06/1997,14776900410,Jordan,+71 9480665,student10000283@sample.edu,ilong@gmail.com,No,,686 Jeffrey Mission,South Briannaton,Jordan,,,,00 No known disability,Foundation Year,Port Rebekah College,International Baccalaureate: 35 points,7,,LinkedIn,Received
10000284,284,Gabriel,Lewis,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,21/02/2018,01/09/1997,82389466190,Canada,+57 2950183,student10000284@sample.edu,jessica77@gmail.com,No,,119 Ayala Courts Suite 104,Hollytown,Canada,,,,00 No known disability,Canadian System,Dillonhaven College,Canadian High School Diploma: 85% average,,,School Visit,Received
10000285,285,Marc,Howard,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,22/08/2018,03/04/1993,70368496114,United States,+17 9610869,student10000285@sample.edu,cesarlove@gmail.com,No,,72876 Fisher Drive,Jesseton,US,,,,00 No known disability,High School Diploma,Murrayfort College,High School Diploma with GPA 3.5/4.0,,,Facebook,Received
10000286,286,Jacqueline,Porter,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,19/07/2018,14/12/1998,61633110949,India,+33 1050591,student10000286@sample.edu,pam07@gmail.com,No,,6861 Whitney Way,Ashleyton,India,,,,00 No known disability,Indian ICSE,Perkinsbury College,Indian CBSE: 80%,6.5,,LinkedIn,Received
10000287,287,Barry,Scott,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,17/08/2018,25/09/1994,21598064755,Pakistan,+70 2010921,student10000287@sample.edu,michaelwong@gmail.com,No,,67477 Charlene Parkways Apt. 360,Brandonport,Pakistan,,,,00 No known disability,Pakistani System,New Julie College,Pakistani Intermediate: 80%,6.5,,University Fair,Received
10000288,288,Brooke,Santana,F,Single,2018/19,2018 September,MA (Hons),Business Management,2,Dropped out,,2,Unconditional,,01/04/2018,16/12/1998,33230906602,Pakistan,+99 3272119,student10000288@sample.edu,greenejoshua@gmail.com,No,,398 Foster Trail Suite 720,New Brianton,Pakistan,,,,Asthma,Pakistani System,Tuckertown College,Pakistani Intermediate: 80%,6,,Search Engine: Google,Received
10000289,289,Kimberly,Brown,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,07/02/2018,26/08/1994,71772279600,United Kingdom,+49 7302286,student10000289@sample.edu,kevinhopkins@gmail.com,No,,22707 Green Corners Apt. 663,Port Aaronville,UK,,Student Ambassador Bursary,50%,00 No known disability,BTEC,West Deannaview College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,School Visit,Received
10000290,290,Michael,Keller,M,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,17/03/2018,10/02/2001,24378562201,Canada,+23 7594429,student10000290@sample.edu,jennifer44@gmail.com,No,,622 Denise Fall,New Joseview,Canada,,,,00 No known disability,Canadian System,North Adamstad College,Canadian High School Diploma: 85% average,,,Instagram,Received
10000291,291,Kevin,Hayes,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,18/03/2018,23/07/1998,52857291156,Philippines,+60 8115687,student10000291@sample.edu,jonathanschneider@gmail.com,No,,9121 Martha Harbor Suite 879,South Samanthaborough,Philippines,,,,00 No known disability,IB,Port Lauraberg College,International Baccalaureate: 35 points,7,,School Visit,Received
10000292,292,Isaiah,Thomas,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,18/04/2018,22/05/1998,45025979612,Philippines,+25 2893218,student10000292@sample.edu,pachecobrian@gmail.com,No,,55385 Aaron Harbor,Colemanbury,Philippines,,,,00 No known disability,IB,South Johnfort College,International Baccalaureate: 35 points,6.5,,Email Campaign,Received
10000293,293,Kevin,Russell,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Conditional,Completion of foundation year requirements,16/01/2018,18/08/1996,23173914130,United Kingdom,+77 1563316,student10000293@sample.edu,tturner@gmail.com,No,,467 Walters Drives,Shepherdton,UK,,,,00 No known disability,BTEC,Mauriceshire College,BTEC Extended Diploma: D*D*D*,,,Social Media,Received
10000294,294,Drew,Lopez,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,05/05/2018,14/06/1993,71857258656,India,+30 4645172,student10000294@sample.edu,phillipsjames@gmail.com,Yes,Coca-Cola Company,476 Melissa Trafficway,East Allisonport,India,,,,00 No known disability,Indian CBSE,Port Shawnbury College,Indian ICSE: 85%,6.5,,University Fair,Received
10000295,295,Adrian,Griffin,M,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,21/04/2018,12/06/1993,41307148147,India,+94 6350316,student10000295@sample.edu,zachary60@gmail.com,No,,3248 Angela Gardens Suite 207,Larsonland,India,,,,00 No known disability,Indian ICSE,North Billyfurt College,Indian CBSE: 80%,6.5,,Alumni Referral,Received
10000296,296,James,Taylor,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,19/03/2018,10/05/1994,81555067495,Jordan,+29 7938388,student10000296@sample.edu,hobbsgene@gmail.com,Yes,DHL Express,7759 Robert Mountains,Lake Heathermouth,Jordan,,,,00 No known disability,Foundation Year,Seanview College,Foundation Year: 75%,6.5,,Instagram,Received
10000297,297,Ronald,Black,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,06/06/2018,04/04/1997,84849256567,India,+64 1786584,student10000297@sample.edu,jameshernandez@gmail.com,No,,471 Lindsey Extension,Adamsmouth,India,,,,00 No known disability,Indian CBSE,Andersonshire College,Indian CBSE: 85%,7,,Social Media,Received
10000298,298,Rebecca,Hayes,F,Single,2018/19,2018 September,MA (Hons),Business Management,3,Graduated 2019-20,Graduate,3,Conditional,IELTS score of 6.0 or above,11/04/2018,04/06/1998,28933329006,United Kingdom,+39 7315953,student10000298@sample.edu,ymedina@gmail.com,No,,126 Fleming Row,North Michael,UK,,,,Diabetes,A-Level,Patriciafort College,"A-Level: AAB in Biology, Chemistry, Mathematics",,,University Fair,Received
10000299,299,Denise,Pierce,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,09/01/2018,06/12/1993,49622553130,Canada,+91 3421820,student10000299@sample.edu,martinbrittany@gmail.com,No,,9418 Neal Land Suite 635,Brandonview,Canada,,,,00 No known disability,Canadian System,Mcleanburgh College,Canadian High School Diploma: 85% average,,,School Visit,Received
10000300,300,Debbie,Davis,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,07/07/2018,24/04/1998,81113005121,India,+18 7516590,student10000300@sample.edu,pattersonlori@gmail.com,No,,136 Cheryl Ferry Suite 066,Port Kurtton,India,,,,00 No known disability,Indian CBSE,Williamchester College,Indian CBSE: 85%,7,,Instagram,Received
10000301,301,Erica,Phillips,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,30/06/2018,24/05/1994,74090473112,Philippines,+48 2551288,student10000301@sample.edu,amysolis@gmail.com,Yes,Unilever International,9449 Melissa Manor,Rebeccafurt,Philippines,,,,00 No known disability,IB,Deleonshire College,International Baccalaureate: 35 points,6.5,,Outreach Activity: Open Day,Received
10000302,302,Ethan,Lee,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,07/07/2018,10/10/1993,94497777476,Philippines,+78 1663497,student10000302@sample.edu,deanmatthew@gmail.com,No,,258 Ramirez Knolls,Barbarashire,Philippines,,,,00 No known disability,Foundation Year,Anthonyton College,Foundation Year: 75%,7,,Search Engine: Google,Received
10000303,303,Michael,Hamilton,M,Single,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Conditional,Submission of official transcripts within 30 days,04/07/2018,10/04/2000,50084776485,Philippines,+2 4553544,student10000303@sample.edu,jorge58@gmail.com,No,,8467 Thompson Springs,Derekside,Philippines,,,,Asthma,Foundation Year,New Mollyside College,International Baccalaureate: 35 points,6.5,,Website,Received
10000304,304,Brittany,Tyler,F,Single,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Conditional,Completion of foundation year requirements,03/03/2018,06/06/1998,94592070754,Pakistan,+91 4431161,student10000304@sample.edu,whitemichael@gmail.com,Yes,Accenture,6078 Green Freeway,Thompsonfort,Pakistan,,,,00 No known disability,Pakistani System,East Charles College,Pakistani A-Level: AAB,6.5,,School Visit,Received
10000305,305,Sarah,Luna,F,Married,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Conditional,Submission of official transcripts within 30 days,04/02/2018,23/01/1997,71764471880,Philippines,+69 7027375,student10000305@sample.edu,julia76@gmail.com,No,,7302 Rebecca Mission,Meganfurt,Philippines,,,,00 No known disability,IB,East Michael College,International Baccalaureate: 35 points,7,,Search Engine: Google,Received
10000306,306,Autumn,Guerra,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,02/08/2018,09/03/1993,77527252110,Jordan,+98 6372622,student10000306@sample.edu,hugheswilliam@gmail.com,No,,1100 Michele Springs Apt. 603,Port Lindseyside,Jordan,,,,00 No known disability,IB,Buckstad College,Foundation Year: 75%,6.5,,Education Agent,Received
10000307,307,Victoria,Avila,F,Single,2018/19,2018 September,MA (Hons),Business Management,2,Graduated 2020-21,Graduate,2,Unconditional,,17/02/2018,18/01/2001,10626733282,Jordan,+34 8005797,student10000307@sample.edu,ebradley@gmail.com,Yes,Amazon Web Services,471 Cooper Coves,Cordovaside,Jordan,,,,00 No known disability,IB,Juliabury College,International Baccalaureate: 35 points,7,,School Visit,Received
10000308,308,Jessica,Reilly,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Conditional,IELTS score of 6.0 or above,13/01/2018,31/12/1997,75479911811,Philippines,+71 6663388,student10000308@sample.edu,roger73@gmail.com,No,,789 Patel Road Apt. 164,Hallfort,Philippines,,,,00 No known disability,IB,Markfurt College,International Baccalaureate: 35 points,6.5,,University Fair,Received
10000309,309,Lauren,Lee,F,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,12/02/2018,28/11/1999,32987421618,United States,+18 9192588,student10000309@sample.edu,mannthomas@gmail.com,No,,6526 Thomas Vista Apt. 155,Stewartchester,US,,,,00 No known disability,High School Diploma,Morenotown College,High School Diploma with GPA 3.5/4.0,,,Email Campaign,Received
10000310,310,Dylan,Christensen,M,Single,2018/19,2018 September,MA (Hons),Business Management,1,Graduated 2021-22,Graduate,1,Unconditional,,31/01/2018,28/02/1994,65861993169,Canada,+18 4882808,student10000310@sample.edu,wpeterson@gmail.com,Yes,McKinsey & Company,52300 Taylor Pines,Phillipsfort,Canada,,,,00 No known disability,Canadian System,Jonathantown College,Canadian High School Diploma: 80% average,,,Outreach Activity: Open Day,Received
